inDocumentsCount	rawFreq	relativeFreq	comparisonRelativeFreqDifference	relativePeakedness	relativeSkewness	distributions/0	term
discrete	continuous	continuous	discrete	continuous	continuous	continuous	string
1	4.0	0.0002903179	0			0.0002903179	pérenne
1	4.0	0.0002903179	0			0.0002903179	placements
1	4.0	0.0002903179	0			0.0002903179	plupart
1	4.0	0.0002903179	0			0.0002903179	porte
1	4.0	0.0002903179	0			0.0002903179	potentiel
1	4.0	0.0002903179	0			0.0002903179	pourrait
1	4.0	0.0002903179	0			0.0002903179	pourront
1	4.0	0.0002903179	0			0.0002903179	précise
1	4.0	0.0002903179	0			0.0002903179	présente
1	4.0	0.0002903179	0			0.0002903179	présentez
1	4.0	0.0002903179	0			0.0002903179	principaux
1	4.0	0.0002903179	0			0.0002903179	problème
1	4.0	0.0002903179	0			0.0002903179	professionnel
1	4.0	0.0002903179	0			0.0002903179	projets
1	4.0	0.0002903179	0			0.0002903179	prouve
1	4.0	0.0002903179	0			0.0002903179	publique
1	4.0	0.0002903179	0			0.0002903179	qu’elles
1	4.0	0.0002903179	0			0.0002903179	raisonnable
1	4.0	0.0002903179	0			0.0002903179	rassurer
1	4.0	0.0002903179	0			0.0002903179	rassurera
1	4.0	0.0002903179	0			0.0002903179	restera
1	4.0	0.0002903179	0			0.0002903179	s'il
1	4.0	0.0002903179	0			0.0002903179	sachez
1	4.0	0.0002903179	0			0.0002903179	sein
1	4.0	0.0002903179	0			0.0002903179	seule
1	4.0	0.0002903179	0			0.0002903179	seulement
1	4.0	0.0002903179	0			0.0002903179	simple
1	4.0	0.0002903179	0			0.0002903179	suffisants
1	4.0	0.0002903179	0			0.0002903179	supérieur
1	4.0	0.0002903179	0			0.0002903179	s’assurer
1	4.0	0.0002903179	0			0.0002903179	tiers
1	4.0	0.0002903179	0			0.0002903179	veillez
1	4.0	0.0002903179	0			0.0002903179	vérifier
1	4.0	0.0002903179	0			0.0002903179	voir
1	3.0	0.00021773843	0			0.00021773843	110
1	3.0	0.00021773843	0			0.00021773843	12
1	3.0	0.00021773843	0			0.00021773843	150
1	3.0	0.00021773843	0			0.00021773843	300
1	3.0	0.00021773843	0			0.00021773843	6
1	3.0	0.00021773843	0			0.00021773843	80
1	3.0	0.00021773843	0			0.00021773843	accédants
1	3.0	0.00021773843	0			0.00021773843	accéder
1	3.0	0.00021773843	0			0.00021773843	aisés
1	3.0	0.00021773843	0			0.00021773843	alimentaires
1	3.0	0.00021773843	0			0.00021773843	allonier
1	3.0	0.00021773843	0			0.00021773843	ancien
1	3.0	0.00021773843	0			0.00021773843	apprécient
1	3.0	0.00021773843	0			0.00021773843	automatiquement
1	3.0	0.00021773843	0			0.00021773843	âgé
1	3.0	0.00021773843	0			0.00021773843	banquiers
1	3.0	0.00021773843	0			0.00021773843	barèmes
1	3.0	0.00021773843	0			0.00021773843	bas
1	3.0	0.00021773843	0			0.00021773843	base
1	3.0	0.00021773843	0			0.00021773843	besoin
1	3.0	0.00021773843	0			0.00021773843	besoins
1	3.0	0.00021773843	0			0.00021773843	bénéficient
1	3.0	0.00021773843	0			0.00021773843	biens
1	3.0	0.00021773843	0			0.00021773843	bonnes
1	3.0	0.00021773843	0			0.00021773843	caution
1	3.0	0.00021773843	0			0.00021773843	certitude
1	3.0	0.00021773843	0			0.00021773843	choix
1	3.0	0.00021773843	0			0.00021773843	clientèle
1	3.0	0.00021773843	0			0.00021773843	combien
1	3.0	0.00021773843	0			0.00021773843	complément
1	3.0	0.00021773843	0			0.00021773843	concurrence
1	3.0	0.00021773843	0			0.00021773843	conjoint
1	3.0	0.00021773843	0			0.00021773843	conseillons
1	3.0	0.00021773843	0			0.00021773843	consiste
1	3.0	0.00021773843	0			0.00021773843	construction
1	3.0	0.00021773843	0			0.00021773843	couvrir
1	3.0	0.00021773843	0			0.00021773843	d'abord
1	3.0	0.00021773843	0			0.00021773843	d'intérêt
1	3.0	0.00021773843	0			0.00021773843	demandes
1	3.0	0.00021773843	0			0.00021773843	demandez
1	3.0	0.00021773843	0			0.00021773843	deniers
1	3.0	0.00021773843	0			0.00021773843	dernier
1	3.0	0.00021773843	0			0.00021773843	dernières
1	3.0	0.00021773843	0			0.00021773843	dessus
1	3.0	0.00021773843	0			0.00021773843	défaut
1	3.0	0.00021773843	0			0.00021773843	définir
1	3.0	0.00021773843	0			0.00021773843	dépensez
1	3.0	0.00021773843	0			0.00021773843	différence
1	3.0	0.00021773843	0			0.00021773843	dignes
1	3.0	0.00021773843	0			0.00021773843	dispose
1	3.0	0.00021773843	0			0.00021773843	d’agence
1	3.0	0.00021773843	0			0.00021773843	d’argent
1	3.0	0.00021773843	0			0.00021773843	d’emploi
1	3.0	0.00021773843	0			0.00021773843	d’emprunter
1	3.0	0.00021773843	0			0.00021773843	d’emprunteurs
1	3.0	0.00021773843	0			0.00021773843	d’emprunts
1	3.0	0.00021773843	0			0.00021773843	d’éviter
1	3.0	0.00021773843	0			0.00021773843	emprunte
1	3.0	0.00021773843	0			0.00021773843	empruntez
1	3.0	0.00021773843	0			0.00021773843	entrepreneurs
1	3.0	0.00021773843	0			0.00021773843	exigeantes
1	3.0	0.00021773843	0			0.00021773843	explique
1	3.0	0.00021773843	0			0.00021773843	économies
1	3.0	0.00021773843	0			0.00021773843	égale
1	3.0	0.00021773843	0			0.00021773843	élément
1	3.0	0.00021773843	0			0.00021773843	établissement
1	3.0	0.00021773843	0			0.00021773843	étude
1	3.0	0.00021773843	0			0.00021773843	évitez
1	3.0	0.00021773843	0			0.00021773843	facile
1	3.0	0.00021773843	0			0.00021773843	facilité
1	3.0	0.00021773843	0			0.00021773843	faibles
1	3.0	0.00021773843	0			0.00021773843	favorablement
1	3.0	0.00021773843	0			0.00021773843	france
1	3.0	0.00021773843	0			0.00021773843	futures
1	3.0	0.00021773843	0			0.00021773843	gage
1	3.0	0.00021773843	0			0.00021773843	gagnez
1	3.0	0.00021773843	0			0.00021773843	gérer
1	3.0	0.00021773843	0			0.00021773843	gérez
1	3.0	0.00021773843	0			0.00021773843	globale
1	3.0	0.00021773843	0			0.00021773843	hypothèque
1	3.0	0.00021773843	0			0.00021773843	implique
1	3.0	0.00021773843	0			0.00021773843	importance
1	3.0	0.00021773843	0			0.00021773843	indépendant
1	3.0	0.00021773843	0			0.00021773843	indépendants
1	3.0	0.00021773843	0			0.00021773843	indispensable
1	3.0	0.00021773843	0			0.00021773843	informations
1	3.0	0.00021773843	0			0.00021773843	inspirer
1	3.0	0.00021773843	0			0.00021773843	issus
1	3.0	0.00021773843	0			0.00021773843	jour
1	3.0	0.00021773843	0			0.00021773843	justifier
1	3.0	0.00021773843	0			0.00021773843	l'acquisition
1	3.0	0.00021773843	0			0.00021773843	l'ensemble
1	3.0	0.00021773843	0			0.00021773843	l'épargne
1	3.0	0.00021773843	0			0.00021773843	libérales
1	3.0	0.00021773843	0			0.00021773843	liés
1	3.0	0.00021773843	0			0.00021773843	limité
1	3.0	0.00021773843	0			0.00021773843	localisation
1	3.0	0.00021773843	0			0.00021773843	longtemps
1	3.0	0.00021773843	0			0.00021773843	longues
1	3.0	0.00021773843	0			0.00021773843	l’ancienneté
1	3.0	0.00021773843	0			0.00021773843	l’emploi
1	3.0	0.00021773843	0			0.00021773843	l’examen
1	3.0	0.00021773843	0			0.00021773843	matière
1	3.0	0.00021773843	0			0.00021773843	meilleurs
1	3.0	0.00021773843	0			0.00021773843	mis
1	3.0	0.00021773843	0			0.00021773843	mise
1	3.0	0.00021773843	0			0.00021773843	moment
1	3.0	0.00021773843	0			0.00021773843	montre
1	3.0	0.00021773843	0			0.00021773843	montrer
1	3.0	0.00021773843	0			0.00021773843	moyens
1	3.0	0.00021773843	0			0.00021773843	nombreuses
1	3.0	0.00021773843	0			0.00021773843	normalement
1	3.0	0.00021773843	0			0.00021773843	nouveaux
1	3.0	0.00021773843	0			0.00021773843	n’a
1	3.0	0.00021773843	0			0.00021773843	objectif
1	3.0	0.00021773843	0			0.00021773843	offrir
1	3.0	0.00021773843	0			0.00021773843	parfois
1	3.0	0.00021773843	0			0.00021773843	payées
1	3.0	0.00021773843	0			0.00021773843	pensions
1	3.0	0.00021773843	0			0.00021773843	perdre
1	3.0	0.00021773843	0			0.00021773843	permettant
1	3.0	0.00021773843	0			0.00021773843	perte
1	3.0	0.00021773843	0			0.00021773843	pérennité
1	3.0	0.00021773843	0			0.00021773843	plan
1	3.0	0.00021773843	0			0.00021773843	possibilité
1	3.0	0.00021773843	0			0.00021773843	première
1	3.0	0.00021773843	0			0.00021773843	prend
1	3.0	0.00021773843	0			0.00021773843	préfèrent
1	3.0	0.00021773843	0			0.00021773843	préférentielles
1	3.0	0.00021773843	0			0.00021773843	présentant
1	3.0	0.00021773843	0			0.00021773843	présentation
1	3.0	0.00021773843	0			0.00021773843	présentent
1	3.0	0.00021773843	0			0.00021773843	produits
1	3.0	0.00021773843	0			0.00021773843	profession
1	3.0	0.00021773843	0			0.00021773843	professions
1	3.0	0.00021773843	0			0.00021773843	propriété
1	3.0	0.00021773843	0			0.00021773843	prouvée
1	3.0	0.00021773843	0			0.00021773843	qu’ils
1	3.0	0.00021773843	0			0.00021773843	raisons
1	3.0	0.00021773843	0			0.00021773843	rares
1	3.0	0.00021773843	0			0.00021773843	rassure
1	3.0	0.00021773843	0			0.00021773843	rassurez
1	3.0	0.00021773843	0			0.00021773843	recherche
1	3.0	0.00021773843	0			0.00021773843	recommandé
1	3.0	0.00021773843	0			0.00021773843	relation
1	3.0	0.00021773843	0			0.00021773843	relativement
1	3.0	0.00021773843	0			0.00021773843	représenter
1	3.0	0.00021773843	0			0.00021773843	responsable
1	3.0	0.00021773843	0			0.00021773843	revendre
1	3.0	0.00021773843	0			0.00021773843	réaliser
1	3.0	0.00021773843	0			0.00021773843	réduit
1	3.0	0.00021773843	0			0.00021773843	réelle
1	3.0	0.00021773843	0			0.00021773843	réguliers
1	3.0	0.00021773843	0			0.00021773843	régulière
1	3.0	0.00021773843	0			0.00021773843	résiduelle
1	3.0	0.00021773843	0			0.00021773843	sandrine
1	3.0	0.00021773843	0			0.00021773843	score
1	3.0	0.00021773843	0			0.00021773843	seuil
1	3.0	0.00021773843	0			0.00021773843	séjour
1	3.0	0.00021773843	0			0.00021773843	signifie
1	3.0	0.00021773843	0			0.00021773843	simplement
1	3.0	0.00021773843	0			0.00021773843	soigner
1	3.0	0.00021773843	0			0.00021773843	solde
1	3.0	0.00021773843	0			0.00021773843	solide
1	3.0	0.00021773843	0			0.00021773843	statut
1	3.0	0.00021773843	0			0.00021773843	supérieure
1	3.0	0.00021773843	0			0.00021773843	supplémentaire
1	3.0	0.00021773843	0			0.00021773843	tenue
1	3.0	0.00021773843	0			0.00021773843	titre
1	3.0	0.00021773843	0			0.00021773843	totalité
1	3.0	0.00021773843	0			0.00021773843	train
1	3.0	0.00021773843	0			0.00021773843	trouver
1	3.0	0.00021773843	0			0.00021773843	utilisent
1	3.0	0.00021773843	0			0.00021773843	vus
1	3.0	0.00021773843	0			0.00021773843	yeux
1	2.0	0.00014515895	0			0.00014515895	0
1	2.0	0.00014515895	0			0.00014515895	22
1	2.0	0.00014515895	0			0.00014515895	3.000
1	2.0	0.00014515895	0			0.00014515895	36
1	2.0	0.00014515895	0			0.00014515895	40
1	2.0	0.00014515895	0			0.00014515895	500
1	2.0	0.00014515895	0			0.00014515895	60
1	2.0	0.00014515895	0			0.00014515895	65
1	2.0	0.00014515895	0			0.00014515895	8
1	2.0	0.00014515895	0			0.00014515895	900
1	2.0	0.00014515895	0			0.00014515895	accepte
1	2.0	0.00014515895	0			0.00014515895	accès
1	2.0	0.00014515895	0			0.00014515895	accordera
1	2.0	0.00014515895	0			0.00014515895	accordées
1	2.0	0.00014515895	0			0.00014515895	achetez
1	2.0	0.00014515895	0			0.00014515895	acquérir
